Subject Area,Mapping Name,Object Name(SQL/Lookup/SQ),Object Type(SQL/Lookup/SQ),Location(Workflow_Worklet Name/Session Name),Attribute,Query,Number of Lines
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,SQ_T_POL_TRAN_ADDL_CRRS_1203,Source Qualifier,wkf_m_load_all_accord/s_m_load_ods_all_accord,Source Filter,,0
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,SQ_T_POL_TRAN_ADDL_CRRS_1203,Source Qualifier,wkf_m_load_all_accord/s_m_load_ods_all_accord,User Defined Join,,0
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,SQ_T_POL_TRAN_ADDL_CRRS_1203,Source Qualifier,wkf_m_load_all_accord/s_m_load_ods_all_accord,Sql Query,,0
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,SQ_T_POL_TRAN_STTS,Source Qualifier,wkf_m_load_all_accord/s_m_load_ods_all_accord,Source Filter,,0
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,SQ_T_POL_TRAN_STTS,Source Qualifier,wkf_m_load_all_accord/s_m_load_ods_all_accord,User Defined Join,,0
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,SQ_T_POL_TRAN_STTS,Source Qualifier,wkf_m_load_all_accord/s_m_load_ods_all_accord,Sql Query,,0
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,SQ_T_POL_TRAN_TAX_RPT,Source Qualifier,wkf_m_load_all_accord/s_m_load_ods_all_accord,Source Filter,,0
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,SQ_T_POL_TRAN_TAX_RPT,Source Qualifier,wkf_m_load_all_accord/s_m_load_ods_all_accord,User Defined Join,,0
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,SQ_T_POL_TRAN_TAX_RPT,Source Qualifier,wkf_m_load_all_accord/s_m_load_ods_all_accord,Sql Query,,0
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,SQ_T_POL_TRAN_DIVD_TERM_CONV,Source Qualifier,wkf_m_load_all_accord/s_m_load_ods_all_accord,Source Filter,,0
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,SQ_T_POL_TRAN_DIVD_TERM_CONV,Source Qualifier,wkf_m_load_all_accord/s_m_load_ods_all_accord,User Defined Join,,0
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,SQ_T_POL_TRAN_DIVD_TERM_CONV,Source Qualifier,wkf_m_load_all_accord/s_m_load_ods_all_accord,Sql Query,,0
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,SQ_T_POL_TRAN_DSBRS1,Source Qualifier,wkf_m_load_all_accord/s_m_load_ods_all_accord,Source Filter,,0
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,SQ_T_POL_TRAN_DSBRS1,Source Qualifier,wkf_m_load_all_accord/s_m_load_ods_all_accord,User Defined Join,,0
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,SQ_T_POL_TRAN_DSBRS1,Source Qualifier,wkf_m_load_all_accord/s_m_load_ods_all_accord,Sql Query,,0
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,lkp_DSBRS_RDR,Lookup Procedure,wkf_m_load_all_accord/s_m_load_ods_all_accord,Lookup Sql Override,,0
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,SQ_T_AGNT_PCT_SPLT,Source Qualifier,wkf_m_load_all_accord/s_m_load_ods_all_accord,Source Filter,,0
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,SQ_T_AGNT_PCT_SPLT,Source Qualifier,wkf_m_load_all_accord/s_m_load_ods_all_accord,User Defined Join,,0
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,SQ_T_AGNT_PCT_SPLT,Source Qualifier,wkf_m_load_all_accord/s_m_load_ods_all_accord,Sql Query,,0
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,SQ_T_POL_TRAN_DSBRS_RDR,Source Qualifier,wkf_m_load_all_accord/s_m_load_ods_all_accord,Source Filter,,0
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,SQ_T_POL_TRAN_DSBRS_RDR,Source Qualifier,wkf_m_load_all_accord/s_m_load_ods_all_accord,User Defined Join,,0
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,SQ_T_POL_TRAN_DSBRS_RDR,Source Qualifier,wkf_m_load_all_accord/s_m_load_ods_all_accord,Sql Query,,0
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,SQ_T_POL_TRAN_BILL_1801,Source Qualifier,wkf_m_load_all_accord/s_m_load_ods_all_accord,Source Filter,,0
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,SQ_T_POL_TRAN_BILL_1801,Source Qualifier,wkf_m_load_all_accord/s_m_load_ods_all_accord,User Defined Join,,0
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,SQ_T_POL_TRAN_BILL_1801,Source Qualifier,wkf_m_load_all_accord/s_m_load_ods_all_accord,Sql Query,,0
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,SQ_T_POL_TRAN_PRDCR_CHG,Source Qualifier,wkf_m_load_all_accord/s_m_load_ods_all_accord,Source Filter,,0
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,SQ_T_POL_TRAN_PRDCR_CHG,Source Qualifier,wkf_m_load_all_accord/s_m_load_ods_all_accord,User Defined Join,,0
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,SQ_T_POL_TRAN_PRDCR_CHG,Source Qualifier,wkf_m_load_all_accord/s_m_load_ods_all_accord,Sql Query,,0
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,SQ_T_POL_TRAN_PRICE_CORR,Source Qualifier,wkf_m_load_all_accord/s_m_load_ods_all_accord,Source Filter,,0
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,SQ_T_POL_TRAN_PRICE_CORR,Source Qualifier,wkf_m_load_all_accord/s_m_load_ods_all_accord,User Defined Join,,0
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,SQ_T_POL_TRAN_PRICE_CORR,Source Qualifier,wkf_m_load_all_accord/s_m_load_ods_all_accord,Sql Query,,0
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,SQ_T_POL_TRAN_COMM,Source Qualifier,wkf_m_load_all_accord/s_m_load_ods_all_accord,Source Filter,,0
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,SQ_T_POL_TRAN_COMM,Source Qualifier,wkf_m_load_all_accord/s_m_load_ods_all_accord,User Defined Join,,0
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,SQ_T_POL_TRAN_COMM,Source Qualifier,wkf_m_load_all_accord/s_m_load_ods_all_accord,Sql Query,,0
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,SQ_T_POL_TRAN_APO_TERM,Source Qualifier,wkf_m_load_all_accord/s_m_load_ods_all_accord,Source Filter,,0
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,SQ_T_POL_TRAN_APO_TERM,Source Qualifier,wkf_m_load_all_accord/s_m_load_ods_all_accord,User Defined Join,,0
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,SQ_T_POL_TRAN_APO_TERM,Source Qualifier,wkf_m_load_all_accord/s_m_load_ods_all_accord,Sql Query,,0
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,SQ_T_POL_ANNV_CVR_STTS,Source Qualifier,wkf_m_load_all_accord/s_m_load_ods_all_accord,Source Filter,,0
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,SQ_T_POL_ANNV_CVR_STTS,Source Qualifier,wkf_m_load_all_accord/s_m_load_ods_all_accord,User Defined Join,,0
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,SQ_T_POL_ANNV_CVR_STTS,Source Qualifier,wkf_m_load_all_accord/s_m_load_ods_all_accord,Sql Query,,0
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,SQ_T_POL_TRAN_SCHD_PREM_CHG,Source Qualifier,wkf_m_load_all_accord/s_m_load_ods_all_accord,Source Filter,,0
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,SQ_T_POL_TRAN_SCHD_PREM_CHG,Source Qualifier,wkf_m_load_all_accord/s_m_load_ods_all_accord,User Defined Join,,0
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,SQ_T_POL_TRAN_SCHD_PREM_CHG,Source Qualifier,wkf_m_load_all_accord/s_m_load_ods_all_accord,Sql Query,,0
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,SQ_T_INS_POL_TRAN,Source Qualifier,wkf_m_load_all_accord/s_m_load_ods_all_accord,Source Filter,,0
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,SQ_T_INS_POL_TRAN,Source Qualifier,wkf_m_load_all_accord/s_m_load_ods_all_accord,User Defined Join,,0
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,SQ_T_INS_POL_TRAN,Source Qualifier,wkf_m_load_all_accord/s_m_load_ods_all_accord,Sql Query,,0
MetLife_p2_IB_OPAS_UDX,m_load_ods_acord_1203,SQ_T_POL_CRRS,Source Qualifier,wkf_load_ods_1203/s_m_load_ods_acord_1203,Source Filter,,0
MetLife_p2_IB_OPAS_UDX,m_load_ods_acord_1203,SQ_T_POL_CRRS,Source Qualifier,wkf_load_ods_1203/s_m_load_ods_acord_1203,User Defined Join,,0
MetLife_p2_IB_OPAS_UDX,m_load_ods_acord_1203,SQ_T_POL_CRRS,Source Qualifier,wkf_load_ods_1203/s_m_load_ods_acord_1203,Sql Query,,0
MetLife_p2_IB_OPAS_UDX,m_load_ods_acord_1203,LKP_T_INS_POL_pol_crrs,Lookup Procedure,wkf_load_ods_1203/s_m_load_ods_acord_1203,Lookup Sql Override,,0
MetLife_p2_IB_OPAS_UDX,m_load_ods_acord_1203,SQ_T_INS_POL_CVR,Source Qualifier,wkf_load_ods_1203/s_m_load_ods_acord_1203,Source Filter,,0
MetLife_p2_IB_OPAS_UDX,m_load_ods_acord_1203,SQ_T_INS_POL_CVR,Source Qualifier,wkf_load_ods_1203/s_m_load_ods_acord_1203,User Defined Join,,0
MetLife_p2_IB_OPAS_UDX,m_load_ods_acord_1203,SQ_T_INS_POL_CVR,Source Qualifier,wkf_load_ods_1203/s_m_load_ods_acord_1203,Sql Query,,0
MetLife_p2_IB_OPAS_UDX,m_load_ods_acord_1203,SQ_T_POL_BUS_PARTY,Source Qualifier,wkf_load_ods_1203/s_m_load_ods_acord_1203,Source Filter,,0
MetLife_p2_IB_OPAS_UDX,m_load_ods_acord_1203,SQ_T_POL_BUS_PARTY,Source Qualifier,wkf_load_ods_1203/s_m_load_ods_acord_1203,User Defined Join,,0
MetLife_p2_IB_OPAS_UDX,m_load_ods_acord_1203,SQ_T_POL_BUS_PARTY,Source Qualifier,wkf_load_ods_1203/s_m_load_ods_acord_1203,Sql Query,,0
MetLife_p2_IB_OPAS_UDX,m_load_ods_acord_1203,lkp_t_ins_pol_cvr_temp,Lookup Procedure,wkf_load_ods_1203/s_m_load_ods_acord_1203,Lookup Sql Override,,0
MetLife_p2_IB_OPAS_UDX,m_load_ods_acord_1203,SQ_T_INS_POL_FUND,Source Qualifier,wkf_load_ods_1203/s_m_load_ods_acord_1203,Source Filter,,0
MetLife_p2_IB_OPAS_UDX,m_load_ods_acord_1203,SQ_T_INS_POL_FUND,Source Qualifier,wkf_load_ods_1203/s_m_load_ods_acord_1203,User Defined Join,,0
MetLife_p2_IB_OPAS_UDX,m_load_ods_acord_1203,SQ_T_INS_POL_FUND,Source Qualifier,wkf_load_ods_1203/s_m_load_ods_acord_1203,Sql Query,,0
MetLife_p2_IB_OPAS_UDX,m_load_ods_acord_1203,SQ_T_INS_POL,Source Qualifier,wkf_load_ods_1203/s_m_load_ods_acord_1203,Source Filter,,0
MetLife_p2_IB_OPAS_UDX,m_load_ods_acord_1203,SQ_T_INS_POL,Source Qualifier,wkf_load_ods_1203/s_m_load_ods_acord_1203,User Defined Join,,0
MetLife_p2_IB_OPAS_UDX,m_load_ods_acord_1203,SQ_T_INS_POL,Source Qualifier,wkf_load_ods_1203/s_m_load_ods_acord_1203,Sql Query,,0
MetLife_p2_IB_OPAS_UDX,m_load_ods_acord_1203,SQ_T_1035_POL_XCHG,Source Qualifier,wkf_load_ods_1203/s_m_load_ods_acord_1203,Source Filter,,0
MetLife_p2_IB_OPAS_UDX,m_load_ods_acord_1203,SQ_T_1035_POL_XCHG,Source Qualifier,wkf_load_ods_1203/s_m_load_ods_acord_1203,User Defined Join,,0
MetLife_p2_IB_OPAS_UDX,m_load_ods_acord_1203,SQ_T_1035_POL_XCHG,Source Qualifier,wkf_load_ods_1203/s_m_load_ods_acord_1203,Sql Query,,0
MetLife_p2_IB_OPAS_UDX,m_load_ods_acord_1203,SQ_T_CVR_WRT_AGNT,Source Qualifier,wkf_load_ods_1203/s_m_load_ods_acord_1203,Source Filter,,0
MetLife_p2_IB_OPAS_UDX,m_load_ods_acord_1203,SQ_T_CVR_WRT_AGNT,Source Qualifier,wkf_load_ods_1203/s_m_load_ods_acord_1203,User Defined Join,,0
MetLife_p2_IB_OPAS_UDX,m_load_ods_acord_1203,SQ_T_CVR_WRT_AGNT,Source Qualifier,wkf_load_ods_1203/s_m_load_ods_acord_1203,Sql Query,,0
MetLife_p2_IB_OPAS_UDX,m_load_opas_input,SQ_ASEQTBLEVENTMESSAGE_Err,Source Qualifier,wkf_load_ods_1203/s_m_load_opas_input_1203,Source Filter,,0
MetLife_p2_IB_OPAS_UDX,m_load_opas_input,SQ_ASEQTBLEVENTMESSAGE_Err,Source Qualifier,wkf_load_ods_1203/s_m_load_opas_input_1203,User Defined Join,,0
MetLife_p2_IB_OPAS_UDX,m_load_opas_input,SQ_ASEQTBLEVENTMESSAGE_Err,Source Qualifier,wkf_load_ods_1203/s_m_load_opas_input_1203,Sql Query,"SELECT EQTBLEVENTMESSAGEGUID FROM $$DBOWNER.ASEQTBLEVENTMESSAGE WHERE $$SQWHERE AND PROCESSED = 'N' AND ($$ERRCHECK1 <= 0 OR $$ERRCHECK2 <= 0 OR $$ERRCHECK3 <= 0 OR $$ERRCHECK4 <= 0) ORDER BY POLICYGUID, ENTRYGMT",1
MetLife_p2_IB_OPAS_UDX,m_load_opas_input,SQ_ASEQTBLEVENTMESSAGE_Err,Source Qualifier,wkf_load_ods_1203/s_m_load_opas_input_1203,Final Query,"SELECT EQTBLEVENTMESSAGEGUID FROM $$DBOWNER.ASEQTBLEVENTMESSAGE WHERE $$SQWHERE AND PROCESSED = 'N' AND ($$ERRCHECK1 <= 0 OR $$ERRCHECK2 <= 0 OR $$ERRCHECK3 <= 0 OR $$ERRCHECK4 <= 0) ORDER BY POLICYGUID, ENTRYGMT",1
MetLife_p2_IB_OPAS_UDX,m_load_opas_input,lkp_PRE_INPUT,Lookup Procedure,wkf_load_ods_1203/s_m_load_opas_input_1203,Lookup Sql Override,,0
MetLife_p2_IB_OPAS_UDX,m_load_opas_input,SQ_ASEQTBLEVENTMESSAGE,Source Qualifier,wkf_load_ods_1203/s_m_load_opas_input_1203,Source Filter,,0
MetLife_p2_IB_OPAS_UDX,m_load_opas_input,SQ_ASEQTBLEVENTMESSAGE,Source Qualifier,wkf_load_ods_1203/s_m_load_opas_input_1203,User Defined Join,,0
MetLife_p2_IB_OPAS_UDX,m_load_opas_input,SQ_ASEQTBLEVENTMESSAGE,Source Qualifier,wkf_load_ods_1203/s_m_load_opas_input_1203,Sql Query,"SELECT EQTBLEVENTMESSAGEGUID,ACORDMESSAGE FROM $$DBOWNER.ASEQTBLEVENTMESSAGE AB, _x000D_
(SELECT MAX(ENTRYGMT) ENTRYGMT,POLICYGUID _x000D_
FROM $$DBOWNER.ASEQTBLEVENTMESSAGE _x000D_
WHERE LOCATE('<TransType tc=""1203"">',ACORDMESSAGE)!=0 _x000D_
AND LOCATE('<TransSubType tc=""19100"">',ACORDMESSAGE)!=0 _x000D_
AND PROCESSED = 'N' _x000D_
AND LOCATE('</PolNumber>',ACORDMESSAGE) - LOCATE('<PolNumber>',ACORDMESSAGE)-11 > 0 _x000D_
AND LOCATE('</PolSuffix>',ACORDMESSAGE) - LOCATE('<PolSuffix>',ACORDMESSAGE)-11 > 0 _x000D_
AND LOCATE('</CarrierCode>',ACORDMESSAGE) - LOCATE('<CarrierCode>',ACORDMESSAGE)-13 > 0 _x000D_
AND LOCATE('</TransExeDate>',ACORDMESSAGE) - LOCATE('<TransExeDate>',ACORDMESSAGE)-14 > 0 _x000D_
GROUP BY POLICYGUID) CD _x000D_
WHERE AB.POLICYGUID = CD.POLICYGUID _x000D_
AND AB.ENTRYGMT = CD.ENTRYGMT",13
MetLife_p2_IB_OPAS_UDX,m_load_opas_input,SQ_ASEQTBLEVENTMESSAGE,Source Qualifier,wkf_load_ods_1203/s_m_load_opas_input_1203,Final Query,"SELECT EQTBLEVENTMESSAGEGUID,ACORDMESSAGE FROM $$DBOWNER.ASEQTBLEVENTMESSAGE AB, _x000D_
(SELECT MAX(ENTRYGMT) ENTRYGMT,POLICYGUID _x000D_
FROM $$DBOWNER.ASEQTBLEVENTMESSAGE _x000D_
WHERE LOCATE('<TransType tc=""1203"">',ACORDMESSAGE)!=0 _x000D_
AND LOCATE('<TransSubType tc=""19100"">',ACORDMESSAGE)!=0 _x000D_
AND PROCESSED = 'N' _x000D_
AND LOCATE('</PolNumber>',ACORDMESSAGE) - LOCATE('<PolNumber>',ACORDMESSAGE)-11 > 0 _x000D_
AND LOCATE('</PolSuffix>',ACORDMESSAGE) - LOCATE('<PolSuffix>',ACORDMESSAGE)-11 > 0 _x000D_
AND LOCATE('</CarrierCode>',ACORDMESSAGE) - LOCATE('<CarrierCode>',ACORDMESSAGE)-13 > 0 _x000D_
AND LOCATE('</TransExeDate>',ACORDMESSAGE) - LOCATE('<TransExeDate>',ACORDMESSAGE)-14 > 0 _x000D_
GROUP BY POLICYGUID) CD _x000D_
WHERE AB.POLICYGUID = CD.POLICYGUID _x000D_
AND AB.ENTRYGMT = CD.ENTRYGMT",13
MetLife_p2_IB_OPAS_UDX,m_T_INS_POL_TRAN_Rejected_Records,SQ_SRC_T_INS_POL_TRAN_TEMP,Source Qualifier,wkf_m_load_all_accord/s_m_T_INS_POL_TRAN_Rejected_Records,Source Filter,,0
MetLife_p2_IB_OPAS_UDX,m_T_INS_POL_TRAN_Rejected_Records,SQ_SRC_T_INS_POL_TRAN_TEMP,Source Qualifier,wkf_m_load_all_accord/s_m_T_INS_POL_TRAN_Rejected_Records,User Defined Join,,0
MetLife_p2_IB_OPAS_UDX,m_T_INS_POL_TRAN_Rejected_Records,SQ_SRC_T_INS_POL_TRAN_TEMP,Source Qualifier,wkf_m_load_all_accord/s_m_T_INS_POL_TRAN_Rejected_Records,Sql Query,,0
MetLife_p2_IB_OPAS_UDX,m_T_INS_POL_TRAN_Rejected_Records,SQ_T_INS_POL_TRAN,Source Qualifier,wkf_m_load_all_accord/s_m_T_INS_POL_TRAN_Rejected_Records,Source Filter,,0
MetLife_p2_IB_OPAS_UDX,m_T_INS_POL_TRAN_Rejected_Records,SQ_T_INS_POL_TRAN,Source Qualifier,wkf_m_load_all_accord/s_m_T_INS_POL_TRAN_Rejected_Records,User Defined Join,,0
MetLife_p2_IB_OPAS_UDX,m_T_INS_POL_TRAN_Rejected_Records,SQ_T_INS_POL_TRAN,Source Qualifier,wkf_m_load_all_accord/s_m_T_INS_POL_TRAN_Rejected_Records,Sql Query,"SELECT MSTR_ID,TRAN_DT,TRAN_TYP_CD,TRAN_SEQ_NUM,TRAN_ACT_GUID_CD,TRAN_ORIG_GUID_CD FROM $$DB2OWNER.T_INS_POL_TRAN WHERE REC_CRT_TS = (SELECT MAX(REC_CRT_TS) FROM $$DB2OWNER.T_INS_POL_TRAN)",1
MetLife_p2_IB_OPAS_UDX,m_T_INS_POL_TRAN_Rejected_Records,SQ_T_INS_POL_TRAN,Source Qualifier,wkf_m_load_all_accord/s_m_T_INS_POL_TRAN_Rejected_Records,Final Query,"SELECT MSTR_ID,TRAN_DT,TRAN_TYP_CD,TRAN_SEQ_NUM,TRAN_ACT_GUID_CD,TRAN_ORIG_GUID_CD FROM $$DB2OWNER.T_INS_POL_TRAN WHERE REC_CRT_TS = (SELECT MAX(REC_CRT_TS) FROM $$DB2OWNER.T_INS_POL_TRAN)",1
MetLife_p2_RAD_APP11538_GVWB_LNOX,m_LENOX_GVUL_ACCORD_XML,SQ_src_GVUL,Source Qualifier,wf_m_LENOX_GVUL_ACCORD_XML/s_m_LENOX_GVUL_ACCORD_XML,Source Filter,,0
MetLife_p2_RAD_APP11538_GVWB_LNOX,m_LENOX_GVUL_ACCORD_XML,SQ_src_GVUL,Source Qualifier,wf_m_LENOX_GVUL_ACCORD_XML/s_m_LENOX_GVUL_ACCORD_XML,User Defined Join,,0
MetLife_p2_RAD_APP11538_GVWB_LNOX,m_LENOX_GVUL_ACCORD_XML,SQ_src_GVUL,Source Qualifier,wf_m_LENOX_GVUL_ACCORD_XML/s_m_LENOX_GVUL_ACCORD_XML,Sql Query,,0
MetLife_p2_RAD_APP11538_GVWB_LNOX,m_LENOX_token_creation_for_getplatform,SQ_Src_SMD,Source Qualifier,wf_m_LENOX_token_creation_for_getplatform/s_m_LENOX_token_creation_for_getplatform,Source Filter,,0
MetLife_p2_RAD_APP11538_GVWB_LNOX,m_LENOX_token_creation_for_getplatform,SQ_Src_SMD,Source Qualifier,wf_m_LENOX_token_creation_for_getplatform/s_m_LENOX_token_creation_for_getplatform,User Defined Join,,0
MetLife_p2_RAD_APP11538_GVWB_LNOX,m_LENOX_token_creation_for_getplatform,SQ_Src_SMD,Source Qualifier,wf_m_LENOX_token_creation_for_getplatform/s_m_LENOX_token_creation_for_getplatform,Sql Query,,0
